0	76
1	111
2	35
3	5
4	39
5	77
6	7
7	16
8	37
9	0
10	183
11	0
12	18
13	0
14	102
15	54
16	62
17	78
18	5
19	152
20	57
21	0
22	79
23	3
24	21
25	143
26	0
27	116
28	40
29	4
30	41
31	2
32	2
33	77
34	118
35	0
36	45
37	29
38	1
39	56
40	80
41	120
42	38
43	41
44	27
45	79
46	3
47	10
48	1
49	144
50	42
51	3
52	23
53	4
54	185
55	54
56	81
57	1
58	10
59	9
60	15
61	10
62	24
63	2
64	191
65	101
66	124
67	20
68	60
69	25
70	73
71	59
72	44
73	125
74	159
75	60
76	115
77	179
78	139
79	30
80	7
81	58
82	51
83	75
84	66
85	5
86	19
87	45
88	26
89	12
90	24
91	27
92	127
93	103
94	128
95	29
96	1
97	46
98	163
99	15
100	58
101	48
102	6
103	28
104	39
105	29
106	82
107	37
108	16
109	2
110	17
111	43
112	2
113	7
114	30
115	129
116	122
117	7
118	48
119	130
120	0
121	156
122	131
123	40
124	10
125	84
126	13
127	6
128	69
129	69
130	31
131	155
132	4
133	0
134	1
135	35
136	132
137	43
138	87
139	1
140	44
141	0
142	11
143	74
144	0
145	107
146	2
147	110
148	62
149	4
150	33
151	45
152	175
153	6
154	61
155	94
156	15
157	8
158	67
159	53
160	67
161	95
162	56
163	103
164	16
165	57
166	48
167	17
168	46
169	32
170	74
171	35
172	0
173	133
174	21
175	24
176	88
177	134
178	46
179	62
180	89
181	90
182	18
183	192
184	14
185	164
186	1
187	6
188	91
189	49
190	12
191	5
192	36
193	18
194	61
195	25
196	42
197	11
198	11
199	135
200	75
201	22
202	65
203	202
204	9
205	85
206	50
207	44
208	3
209	32
210	91
211	137
212	30
213	31
214	11
215	33
216	39
217	19
218	24
219	140
220	81
221	13
222	141
223	201
224	78
225	0
226	17
227	16
228	23
229	43
230	56
231	20
232	36
233	0
234	22
235	36
236	16
237	173
238	7
239	171
240	0
241	0
242	198
243	145
244	96
245	0
246	6
247	4
248	34
249	147
250	0
251	50
252	31
253	11
254	148
255	35
256	3
257	10
258	21
259	36
260	8
261	63
262	8
263	97
264	19
265	23
266	1
267	64
268	119
269	72
270	65
271	8
272	28
273	16
274	104
275	66
276	149
277	0
278	2
279	94
280	95
281	2
282	47
283	0
284	55
285	150
286	0
287	0
288	2
289	70
290	10
291	180
292	19
293	89
294	82
295	29
296	83
297	8
298	25
299	6
300	1
301	41
302	181
303	187
304	153
305	108
306	0
307	4
308	47
309	40
310	10
311	67
312	5
313	4
314	23
315	7
316	97
317	1
318	9
319	189
320	3
321	0
322	13
323	63
324	3
325	0
326	15
327	28
328	117
329	3
330	51
331	9
332	40
333	184
334	88
335	85
336	3
337	5
338	197
339	158
340	90
341	71
342	13
343	5
344	114
345	98
346	68
347	9
348	7
349	99
350	50
351	93
352	10
353	69
354	9
355	13
356	23
357	100
358	7
359	70
360	1
361	4
362	56
363	146
364	161
365	18
366	1
367	48
368	194
369	26
370	86
371	47
372	138
373	44
374	37
375	0
376	1
377	162
378	12
379	53
380	71
381	136
382	27
383	34
384	2
385	142
386	151
387	28
388	2
389	38
390	49
391	1
392	65
393	54
394	32
395	64
396	108
397	0
398	33
399	165
400	0
401	12
402	4
403	11
404	76
405	3
406	8
407	26
408	12
409	42
410	99
411	101
412	33
413	7
414	121
415	126
416	5
417	8
418	28
419	15
420	34
421	46
422	72
423	102
424	10
425	106
426	6
427	9
428	109
429	172
430	86
431	1
432	13
433	49
434	12
435	0
436	49
437	174
438	112
439	32
440	9
441	52
442	176
443	25
444	20
445	6
446	53
447	22
448	47
449	1
450	170
451	193
452	9
453	20
454	36
455	0
456	52
457	6
458	160
459	9
460	73
461	10
462	21
463	43
464	2
465	0
466	96
467	59
468	8
469	4
470	50
471	14
472	63
473	31
474	177
475	92
476	19
477	41
478	1
479	38
480	73
481	27
482	35
483	104
484	6
485	98
486	0
487	51
488	195
489	87
490	6
491	199
492	3
493	1
494	60
495	0
496	11
497	182
498	20
499	12
500	4
501	4
502	34
503	68
504	24
505	34
506	105
507	11
508	2
509	13
510	61
511	22
512	203
513	100
514	58
515	11
516	0
517	186
518	0
519	188
520	22
521	71
522	15
523	14
524	190
525	57
526	123
527	7
528	178
529	14
530	1
531	1
532	72
533	39
534	45
535	0
536	113
537	0
538	168
539	14
540	110
541	70
542	14
543	18
544	169
545	5
546	22
547	0
548	93
549	167
550	8
551	66
552	53
553	17
554	30
555	12
556	20
557	37
558	52
559	9
560	55
561	32
562	154
563	7
564	18
565	80
566	52
567	5
568	26
569	1
570	0
571	26
572	59
573	37
574	55
575	3
576	68
577	106
578	11
579	29
580	42
581	10
582	0
583	17
584	33
585	5
586	17
587	27
588	38
589	157
590	109
591	8
592	25
593	31
594	166
595	30
596	19
597	0
598	83
599	0
600	51
601	92
602	107
603	14
604	64
605	0
606	38
607	105
608	0
609	74
610	0
611	8
612	196
613	21
614	21
615	54
616	75
617	200
618	55
619	84
